name,patterns,N,k,max_abs_nonzero,empirical_k_nc,argmax_m,argmax_symbolic
K4_001_011_100_110,001 011 100 110,4096,6,0.37536627048398896,No,1,(1/4096) * (1025 + 1024*zeta^1 + 511*zeta^2 + 512*zeta^4 + 1024*zeta^5)
K4_001_011_100_110,001 011 100 110,4096,7,0.5064131904010156,No,1,(1/4096) * (1025 + 1024*zeta^1 + 511*zeta^2 + 512*zeta^5 + 1024*zeta^6)
K4_001_011_100_110,001 011 100 110,4096,8,0.6037975805764103,No,1,(1/4096) * (1025 + 1024*zeta^1 + 511*zeta^2 + 512*zeta^6 + 1024*zeta^7)
TM,1,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
TM,1,8192,3,0.3790723299039749,No,16,(1/8192) * (2336 + 1168*zeta^1 + 4688*zeta^2)
TM,1,8192,4,0.4489639222873314,No,32,(1/8192) * (2176 + 1088*zeta^1 + 544*zeta^2 + 4384*zeta^3)
TM,1,8192,5,0.5157892178065822,No,8,(1/8192) * (2112 + 1056*zeta^1 + 528*zeta^2 + 264*zeta^3 + 4232*zeta^4)
TM,1,8192,6,0.5818608181676697,No,64,(1/8192) * (2112 + 1024*zeta^1 + 512*zeta^2 + 256*zeta^3 + 128*zeta^4 + 4160*zeta^5)
TM,1,8192,7,0.6337805603812409,No,32,(1/8192) * (2080 + 1024*zeta^1 + 512*zeta^2 + 256*zeta^3 + 128*zeta^4 + 64*zeta^5 + 4128*zeta^6)
TM,1,8192,8,0.6795356458404788,No,16,(1/8192) * (2064 + 1024*zeta^1 + 512*zeta^2 + 256*zeta^3 + 128*zeta^4 + 64*zeta^5 + 32*zeta^6 + 4112*zeta^7)
RS,11,8192,2,6.123233995736766e-17,Yes,1,(1/8192) * (4096 + 4096*zeta^1)
RS,11,8192,3,0.3408269362366175,No,1,(1/8192) * (3804 + 877*zeta^1 + 3511*zeta^2)
RS,11,8192,4,0.5001464867584875,No,1,(1/8192) * (3687 + 819*zeta^1 + 409*zeta^2 + 3277*zeta^3)
RS,11,8192,5,0.5949463508165361,No,1,(1/8192) * (3633 + 793*zeta^1 + 397*zeta^2 + 198*zeta^3 + 3171*zeta^4)
RS,11,8192,6,0.661553174576153,No,1,(1/8192) * (3609 + 780*zeta^1 + 390*zeta^2 + 195*zeta^3 + 97*zeta^4 + 3121*zeta^5)
RS,11,8192,7,0.7119447288906586,No,1,(1/8192) * (3596 + 774*zeta^1 + 387*zeta^2 + 193*zeta^3 + 97*zeta^4 + 49*zeta^5 + 3096*zeta^6)
RS,11,8192,8,0.7520735920070125,No,1,(1/8192) * (3590 + 771*zeta^1 + 385*zeta^2 + 193*zeta^3 + 97*zeta^4 + 48*zeta^5 + 24*zeta^6 + 3084*zeta^7)
RS*TM,11 1,8192,2,0.004638671875,Yes,53,(1/8192) * (4077 + 4115*zeta^1)
RS*TM,11 1,8192,3,0.24994769145184115,No,1,(1/8192) * (1463 + 2926*zeta^1 + 3803*zeta^2)
RS*TM,11 1,8192,4,0.37269619741595644,No,1,(1/8192) * (1366 + 682*zeta^1 + 2731*zeta^2 + 3413*zeta^3)
RS*TM,11 1,8192,5,0.44256607663231723,No,1,(1/8192) * (1189 + 660*zeta^1 + 595*zeta^2 + 2378*zeta^3 + 3370*zeta^4)
RS*TM,11 1,8192,6,0.49107017547893417,No,1,(1/8192) * (1171 + 585*zeta^1 + 585*zeta^2 + 292*zeta^3 + 2341*zeta^4 + 3218*zeta^5)
RS*TM,11 1,8192,7,0.5293669625221433,No,1,(1/8192) * (1096 + 581*zeta^1 + 548*zeta^2 + 291*zeta^3 + 274*zeta^4 + 2193*zeta^5 + 3209*zeta^6)
RS*TM,11 1,8192,8,0.5626073625490234,No,1,(1/8192) * (1093 + 546*zeta^1 + 546*zeta^2 + 273*zeta^3 + 273*zeta^4 + 136*zeta^5 + 2185*zeta^6 + 3140*zeta^7)
"A_{1,101,111}",1 101 111,8192,2,0.002685546875,Yes,53,(1/8192) * (4107 + 4085*zeta^1)
"A_{1,101,111}",1 101 111,8192,3,0.2465628134915253,No,2,(1/8192) * (1390 + 3292*zeta^1 + 3510*zeta^2)
"A_{1,101,111}",1 101 111,8192,4,0.35859105393802837,No,2,(1/8192) * (1194 + 853*zeta^1 + 2902*zeta^2 + 3243*zeta^3)
"A_{1,101,111}",1 101 111,8192,5,0.4245466228661867,No,2,(1/8192) * (1090 + 776*zeta^1 + 545*zeta^2 + 2692*zeta^3 + 3089*zeta^4)
"A_{1,101,111}",1 101 111,8192,6,0.4717052760794941,No,2,(1/8192) * (1024 + 732*zeta^1 + 512*zeta^2 + 366*zeta^3 + 2560*zeta^4 + 2998*zeta^5)
"A_{1,101,111}",1 101 111,8192,7,0.5106347135848429,No,2,(1/8192) * (984 + 702*zeta^1 + 491*zeta^2 + 350*zeta^3 + 246*zeta^4 + 2480*zeta^5 + 2939*zeta^6)
"A_{1,101,111}",1 101 111,8192,8,0.5439188371843146,No,2,(1/8192) * (955 + 682*zeta^1 + 478*zeta^2 + 342*zeta^3 + 239*zeta^4 + 171*zeta^5 + 2424*zeta^6 + 2901*zeta^7)
"{101,111}",101 111,8192,2,6.123233995736766e-17,Yes,1,(1/8192) * (4096 + 4096*zeta^1)
"{101,111}",101 111,8192,3,0.29585449597506214,No,1,(1/8192) * (3876 + 1171*zeta^1 + 3145*zeta^2)
"{101,111}",101 111,8192,4,0.48075771171268356,No,1,(1/8192) * (3788 + 1126*zeta^1 + 308*zeta^2 + 2970*zeta^3)
"{101,111}",101 111,8192,5,0.5977454389286916,No,1,(1/8192) * (3750 + 1107*zeta^1 + 297*zeta^2 + 148*zeta^3 + 2890*zeta^4)
"{101,111}",101 111,8192,6,0.6760916796221239,No,1,(1/8192) * (3730 + 1097*zeta^1 + 292*zeta^2 + 146*zeta^3 + 74*zeta^4 + 2853*zeta^5)
"{101,111}",101 111,8192,7,0.7321159421487186,No,1,(1/8192) * (3721 + 1092*zeta^1 + 290*zeta^2 + 146*zeta^3 + 73*zeta^4 + 36*zeta^5 + 2834*zeta^6)
"{101,111}",101 111,8192,8,0.7745776679419681,No,1,(1/8192) * (3716 + 1090*zeta^1 + 290*zeta^2 + 145*zeta^3 + 72*zeta^4 + 36*zeta^5 + 18*zeta^6 + 2825*zeta^7)
{01},01,8192,2,0.004638671875,Yes,53,(1/8192) * (4077 + 4115*zeta^1)
{01},01,8192,3,0.2501831278041319,No,1,(1/8192) * (4097 + 2047*zeta^1 + 2048*zeta^2)
{01},01,8192,4,0.5001220852100239,No,1,(1/8192) * (4097 + 2047*zeta^1 + 2048*zeta^3)
{01},01,8192,5,0.6545928559940248,No,1,(1/8192) * (4097 + 2047*zeta^1 + 2048*zeta^4)
{01},01,8192,6,0.7500610426062241,No,1,(1/8192) * (4097 + 2047*zeta^1 + 2048*zeta^5)
{01},01,8192,7,0.8117908672570348,No,1,(1/8192) * (4097 + 2047*zeta^1 + 2048*zeta^6)
{01},01,8192,8,0.8535891485242896,No,1,(1/8192) * (4097 + 2047*zeta^1 + 2048*zeta^7)
{10},10,8192,2,0.004638671875,Yes,53,(1/8192) * (4115 + 4077*zeta^1)
{10},10,8192,3,0.2500915359767049,No,64,(1/8192) * (4096 + 2016*zeta^1 + 2080*zeta^2)
{10},10,8192,4,0.5000610314314143,No,64,(1/8192) * (4096 + 2016*zeta^1 + 2080*zeta^3)
{10},10,8192,5,0.6545506700844943,No,64,(1/8192) * (4096 + 2016*zeta^1 + 2080*zeta^4)
{10},10,8192,6,0.7500305169572685,No,64,(1/8192) * (4096 + 2016*zeta^1 + 2080*zeta^5)
{10},10,8192,7,0.8117678809628642,No,64,(1/8192) * (4096 + 2016*zeta^1 + 2080*zeta^6)
{10},10,8192,8,0.8535712671894472,No,64,(1/8192) * (4096 + 2016*zeta^1 + 2080*zeta^7)
"{01,10,11}",01 10 11,8192,2,6.123233995736766e-17,Yes,1,(1/8192) * (4096 + 4096*zeta^1)
"{01,10,11}",01 10 11,8192,3,0.34063499243542156,No,1,(1/8192) * (3803 + 878*zeta^1 + 3511*zeta^2)
"{01,10,11}",01 10 11,8192,4,0.4999511814126744,No,1,(1/8192) * (3686 + 819*zeta^1 + 410*zeta^2 + 3277*zeta^3)
"{01,10,11}",01 10 11,8192,5,0.595176223332141,No,1,(1/8192) * (3634 + 793*zeta^1 + 396*zeta^2 + 198*zeta^3 + 3171*zeta^4)
"{01,10,11}",01 10 11,8192,6,0.6614147695077847,No,1,(1/8192) * (3608 + 780*zeta^1 + 390*zeta^2 + 195*zeta^3 + 98*zeta^4 + 3121*zeta^5)
"{01,10,11}",01 10 11,8192,7,0.7118219191568018,No,1,(1/8192) * (3596 + 774*zeta^1 + 387*zeta^2 + 194*zeta^3 + 97*zeta^4 + 48*zeta^5 + 3096*zeta^6)
"{01,10,11}",01 10 11,8192,8,0.7521702253603291,No,1,(1/8192) * (3590 + 771*zeta^1 + 386*zeta^2 + 193*zeta^3 + 96*zeta^4 + 48*zeta^5 + 24*zeta^6 + 3084*zeta^7)
A_3,101 111,8192,2,6.123233995736766e-17,Yes,1,(1/8192) * (4096 + 4096*zeta^1)
A_3,101 111,8192,3,0.29585449597506214,No,1,(1/8192) * (3876 + 1171*zeta^1 + 3145*zeta^2)
A_3,101 111,8192,4,0.48075771171268356,No,1,(1/8192) * (3788 + 1126*zeta^1 + 308*zeta^2 + 2970*zeta^3)
A_3,101 111,8192,5,0.5977454389286916,No,1,(1/8192) * (3750 + 1107*zeta^1 + 297*zeta^2 + 148*zeta^3 + 2890*zeta^4)
A_3,101 111,8192,6,0.6760916796221239,No,1,(1/8192) * (3730 + 1097*zeta^1 + 292*zeta^2 + 146*zeta^3 + 74*zeta^4 + 2853*zeta^5)
A_3,101 111,8192,7,0.7321159421487186,No,1,(1/8192) * (3721 + 1092*zeta^1 + 290*zeta^2 + 146*zeta^3 + 73*zeta^4 + 36*zeta^5 + 2834*zeta^6)
A_3,101 111,8192,8,0.7745776679419681,No,1,(1/8192) * (3716 + 1090*zeta^1 + 290*zeta^2 + 145*zeta^3 + 72*zeta^4 + 36*zeta^5 + 18*zeta^6 + 2825*zeta^7)
A_4,1001 1011 1101 1111,8192,2,6.123233995736766e-17,Yes,1,(1/8192) * (4096 + 4096*zeta^1)
A_4,1001 1011 1101 1111,8192,3,0.28873855894302375,No,2,(1/8192) * (3785 + 1188*zeta^1 + 3219*zeta^2)
A_4,1001 1011 1101 1111,8192,4,0.46543116279140917,No,2,(1/8192) * (3688 + 1076*zeta^1 + 408*zeta^2 + 3020*zeta^3)
A_4,1001 1011 1101 1111,8192,5,0.5835001101708273,No,1,(1/8192) * (3708 + 1213*zeta^1 + 350*zeta^2 + 112*zeta^3 + 2809*zeta^4)
A_4,1001 1011 1101 1111,8192,6,0.6696970147984698,No,1,(1/8192) * (3693 + 1206*zeta^1 + 348*zeta^2 + 111*zeta^3 + 55*zeta^4 + 2779*zeta^5)
A_4,1001 1011 1101 1111,8192,7,0.7319531869517375,No,1,(1/8192) * (3686 + 1204*zeta^1 + 347*zeta^2 + 109*zeta^3 + 54*zeta^4 + 27*zeta^5 + 2765*zeta^6)
A_4,1001 1011 1101 1111,8192,8,0.7782081943756985,No,1,(1/8192) * (3684 + 1203*zeta^1 + 345*zeta^2 + 108*zeta^3 + 54*zeta^4 + 27*zeta^5 + 13*zeta^6 + 2758*zeta^7)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,8192,2,6.123233995736766e-17,Yes,1,(1/8192) * (4096 + 4096*zeta^1)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,8192,3,0.29090661689095065,No,4,(1/8192) * (3795 + 1177*zeta^1 + 3220*zeta^2)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,8192,4,0.4706220754909963,No,4,(1/8192) * (3696 + 1048*zeta^1 + 400*zeta^2 + 3048*zeta^3)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,8192,5,0.583063528821386,No,4,(1/8192) * (3648 + 1029*zeta^1 + 316*zeta^2 + 242*zeta^3 + 2957*zeta^4)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,8192,6,0.6667885979271088,No,2,(1/8192) * (3677 + 1169*zeta^1 + 344*zeta^2 + 122*zeta^3 + 75*zeta^4 + 2805*zeta^5)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,8192,7,0.7284408191814608,No,2,(1/8192) * (3671 + 1163*zeta^1 + 340*zeta^2 + 121*zeta^3 + 59*zeta^4 + 45*zeta^5 + 2793*zeta^6)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,8192,8,0.7765235350315471,No,1,(1/8192) * (3660 + 1221*zeta^1 + 386*zeta^2 + 113*zeta^3 + 40*zeta^4 + 19*zeta^5 + 10*zeta^6 + 2743*zeta^7)
K4_01_001_101,01 001 101,8192,2,1.0,No,1,(1/8192) * (8192)
K4_01_001_101,01 001 101,8192,3,0.2501831278041319,No,1,(1/8192) * (4097 + 2048*zeta^1 + 2047*zeta^2)
K4_01_001_101,01 001 101,8192,4,0.004638671875,Yes,53,(1/8192) * (4077 + 4115*zeta^2)
K4_01_001_101,01 001 101,8192,5,0.1425835577777673,No,3,(1/8192) * (3582 + 1537*zeta^2 + 2562*zeta^3 + 511*zeta^4)
K4_01_001_101,01 001 101,8192,6,0.25018312780413177,No,1,(1/8192) * (4097 + 2047*zeta^2 + 2048*zeta^4)
K4_01_001_101,01 001 101,8192,7,0.38888878474427896,No,1,(1/8192) * (4097 + 2047*zeta^2 + 2048*zeta^5)
K4_01_001_101,01 001 101,8192,8,0.5001220852100237,No,1,(1/8192) * (4097 + 2047*zeta^2 + 2048*zeta^6)
K4_10_010_110,10 010 110,8192,2,1.0,No,1,(1/8192) * (8192)
K4_10_010_110,10 010 110,8192,3,0.2500915359767049,No,64,(1/8192) * (4096 + 2080*zeta^1 + 2016*zeta^2)
K4_10_010_110,10 010 110,8192,4,0.004638671875,Yes,53,(1/8192) * (4115 + 4077*zeta^2)
K4_10_010_110,10 010 110,8192,5,0.14308949742407573,No,3,(1/8192) * (3586 + 513*zeta^1 + 2558*zeta^2 + 1535*zeta^3)
K4_10_010_110,10 010 110,8192,6,0.25009153597670486,No,64,(1/8192) * (4096 + 2016*zeta^2 + 2080*zeta^4)
K4_10_010_110,10 010 110,8192,7,0.38881414261826913,No,64,(1/8192) * (4096 + 2016*zeta^2 + 2080*zeta^5)
K4_10_010_110,10 010 110,8192,8,0.5000610314314142,No,64,(1/8192) * (4096 + 2016*zeta^2 + 2080*zeta^6)
K4_11_011_111,11 011 111,8192,2,1.0,No,1,(1/8192) * (8192)
K4_11_011_111,11 011 111,8192,3,0.3408269362366177,No,1,(1/8192) * (3804 + 3511*zeta^1 + 877*zeta^2)
K4_11_011_111,11 011 111,8192,4,6.123233995736766e-17,Yes,1,(1/8192) * (4096 + 4096*zeta^2)
K4_11_011_111,11 011 111,8192,5,0.20754166891325307,No,1,(1/8192) * (3633 + 198*zeta^1 + 793*zeta^2 + 3171*zeta^3 + 397*zeta^4)
K4_11_011_111,11 011 111,8192,6,0.3408269362366174,No,1,(1/8192) * (3804 + 877*zeta^2 + 3511*zeta^4)
K4_11_011_111,11 011 111,8192,7,0.43231430956046835,No,1,(1/8192) * (3596 + 97*zeta^1 + 774*zeta^2 + 49*zeta^3 + 387*zeta^4 + 3096*zeta^5 + 193*zeta^6)
K4_11_011_111,11 011 111,8192,8,0.5001464867584873,No,1,(1/8192) * (3687 + 819*zeta^2 + 409*zeta^4 + 3277*zeta^6)
K4_01_10,01 10,8192,2,1.0,No,1,(1/8192) * (8192*zeta^1)
K4_01_10,01 10,8192,3,0.5000000447034816,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^2)
K4_01_10,01 10,8192,4,0.004150390625,Yes,45,(1/8192) * (4079*zeta^1 + 4113*zeta^3)
K4_01_10,01 10,8192,5,0.30901708160785213,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^4)
K4_01_10,01 10,8192,6,0.5000000447034814,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^5)
K4_01_10,01 10,8192,7,0.6234898310765026,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^6)
K4_01_10,01 10,8192,8,0.7071068022599712,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^7)
K4_01_010_110,01 010 110,8192,2,1.0,No,1,(1/8192) * (8192*zeta^1)
K4_01_010_110,01 010 110,8192,3,0.5000000447034816,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^2)
K4_01_010_110,01 010 110,8192,4,0.004150390625,Yes,45,(1/8192) * (4079*zeta^1 + 4113*zeta^3)
K4_01_010_110,01 010 110,8192,5,0.30901708160785213,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^4)
K4_01_010_110,01 010 110,8192,6,0.5000000447034814,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^5)
K4_01_010_110,01 010 110,8192,7,0.6234898310765026,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^6)
K4_01_010_110,01 010 110,8192,8,0.7071068022599712,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^7)
K4_10_001_101,10 001 101,8192,2,1.0,No,1,(1/8192) * (8192*zeta^1)
K4_10_001_101,10 001 101,8192,3,0.5000000447034816,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^2)
K4_10_001_101,10 001 101,8192,4,0.004150390625,Yes,45,(1/8192) * (4079*zeta^1 + 4113*zeta^3)
K4_10_001_101,10 001 101,8192,5,0.30901708160785213,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^4)
K4_10_001_101,10 001 101,8192,6,0.5000000447034814,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^5)
K4_10_001_101,10 001 101,8192,7,0.6234898310765026,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^6)
K4_10_001_101,10 001 101,8192,8,0.7071068022599712,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^7)
K4_001_010_101_110,001 010 101 110,8192,2,1.0,No,1,(1/8192) * (8192*zeta^1)
K4_001_010_101_110,001 010 101 110,8192,3,0.5000000447034816,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^2)
K4_001_010_101_110,001 010 101 110,8192,4,0.004150390625,Yes,45,(1/8192) * (4079*zeta^1 + 4113*zeta^3)
K4_001_010_101_110,001 010 101 110,8192,5,0.30901708160785213,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^4)
K4_001_010_101_110,001 010 101 110,8192,6,0.5000000447034814,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^5)
K4_001_010_101_110,001 010 101 110,8192,7,0.6234898310765026,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^6)
K4_001_010_101_110,001 010 101 110,8192,8,0.7071068022599712,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^7)
K4_1_01_10,1 01 10,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_01_10,1 01 10,8192,3,0.1889130671732753,No,1,(1/8192) * (2925 + 3511*zeta^1 + 1756*zeta^2)
K4_1_01_10,1 01 10,8192,4,0.002566381352737872,Yes,51,(1/8192) * (1793 + 2292*zeta^1 + 1794*zeta^2 + 2313*zeta^3)
K4_1_01_10,1 01 10,8192,5,0.15935052316044798,No,1,(1/8192) * (2643 + 1322*zeta^1 + 660*zeta^2 + 2378*zeta^3 + 1189*zeta^4)
K4_1_01_10,1 01 10,8192,6,0.2887104313231385,No,1,(1/8192) * (2600 + 1300*zeta^1 + 650*zeta^2 + 325*zeta^3 + 2211*zeta^4 + 1106*zeta^5)
K4_1_01_10,1 01 10,8192,7,0.3936712344188521,No,1,(1/8192) * (2580 + 1290*zeta^1 + 645*zeta^2 + 323*zeta^3 + 162*zeta^4 + 2128*zeta^5 + 1064*zeta^6)
K4_1_01_10,1 01 10,8192,8,0.4798172609966308,No,1,(1/8192) * (2570 + 1285*zeta^1 + 643*zeta^2 + 322*zeta^3 + 160*zeta^4 + 80*zeta^5 + 2088*zeta^6 + 1044*zeta^7)
K4_1_01_001_101,1 01 001 101,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_01_001_101,1 01 001 101,8192,3,0.3408269362366175,No,1,(1/8192) * (3804 + 877*zeta^1 + 3511*zeta^2)
K4_1_01_001_101,1 01 001 101,8192,4,0.0035421430977898172,Yes,43,(1/8192) * (2120 + 1962*zeta^1 + 2149*zeta^2 + 1961*zeta^3)
K4_1_01_001_101,1 01 001 101,8192,5,0.14126089884013435,No,1,(1/8192) * (1189 + 595*zeta^1 + 3370*zeta^2 + 660*zeta^3 + 2378*zeta^4)
K4_1_01_001_101,1 01 001 101,8192,6,0.14715990070991858,No,32,(1/8192) * (1200 + 1632*zeta^1 + 800*zeta^2 + 1424*zeta^3 + 720*zeta^4 + 2416*zeta^5)
K4_1_01_001_101,1 01 001 101,8192,7,0.24715681016309685,No,16,(1/8192) * (1176 + 1616*zeta^1 + 800*zeta^2 + 400*zeta^3 + 1224*zeta^4 + 616*zeta^5 + 2360*zeta^6)
K4_1_01_001_101,1 01 001 101,8192,8,0.3400996539434486,No,8,(1/8192) * (1164 + 1608*zeta^1 + 800*zeta^2 + 400*zeta^3 + 200*zeta^4 + 1124*zeta^5 + 564*zeta^6 + 2332*zeta^7)
K4_1_01_010_110,1 01 010 110,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_01_010_110,1 01 010 110,8192,3,0.1889130671732753,No,1,(1/8192) * (2925 + 3511*zeta^1 + 1756*zeta^2)
K4_1_01_010_110,1 01 010 110,8192,4,0.002566381352737872,Yes,51,(1/8192) * (1793 + 2292*zeta^1 + 1794*zeta^2 + 2313*zeta^3)
K4_1_01_010_110,1 01 010 110,8192,5,0.15935052316044798,No,1,(1/8192) * (2643 + 1322*zeta^1 + 660*zeta^2 + 2378*zeta^3 + 1189*zeta^4)
K4_1_01_010_110,1 01 010 110,8192,6,0.2887104313231385,No,1,(1/8192) * (2600 + 1300*zeta^1 + 650*zeta^2 + 325*zeta^3 + 2211*zeta^4 + 1106*zeta^5)
K4_1_01_010_110,1 01 010 110,8192,7,0.3936712344188521,No,1,(1/8192) * (2580 + 1290*zeta^1 + 645*zeta^2 + 323*zeta^3 + 162*zeta^4 + 2128*zeta^5 + 1064*zeta^6)
K4_1_01_010_110,1 01 010 110,8192,8,0.4798172609966308,No,1,(1/8192) * (2570 + 1285*zeta^1 + 643*zeta^2 + 322*zeta^3 + 160*zeta^4 + 80*zeta^5 + 2088*zeta^6 + 1044*zeta^7)
K4_1_10_001_101,1 10 001 101,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_10_001_101,1 10 001 101,8192,3,0.1889130671732753,No,1,(1/8192) * (2925 + 3511*zeta^1 + 1756*zeta^2)
K4_1_10_001_101,1 10 001 101,8192,4,0.002566381352737872,Yes,51,(1/8192) * (1793 + 2292*zeta^1 + 1794*zeta^2 + 2313*zeta^3)
K4_1_10_001_101,1 10 001 101,8192,5,0.15935052316044798,No,1,(1/8192) * (2643 + 1322*zeta^1 + 660*zeta^2 + 2378*zeta^3 + 1189*zeta^4)
K4_1_10_001_101,1 10 001 101,8192,6,0.2887104313231385,No,1,(1/8192) * (2600 + 1300*zeta^1 + 650*zeta^2 + 325*zeta^3 + 2211*zeta^4 + 1106*zeta^5)
K4_1_10_001_101,1 10 001 101,8192,7,0.3936712344188521,No,1,(1/8192) * (2580 + 1290*zeta^1 + 645*zeta^2 + 323*zeta^3 + 162*zeta^4 + 2128*zeta^5 + 1064*zeta^6)
K4_1_10_001_101,1 10 001 101,8192,8,0.4798172609966308,No,1,(1/8192) * (2570 + 1285*zeta^1 + 643*zeta^2 + 322*zeta^3 + 160*zeta^4 + 80*zeta^5 + 2088*zeta^6 + 1044*zeta^7)
K4_1_10_010_110,1 10 010 110,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_10_010_110,1 10 010 110,8192,3,0.2500261948690365,No,1,(1/8192) * (1463 + 3804*zeta^1 + 2925*zeta^2)
K4_1_10_010_110,1 10 010 110,8192,4,0.003542143097789728,Yes,43,(1/8192) * (2149 + 1961*zeta^1 + 2120*zeta^2 + 1962*zeta^3)
K4_1_10_010_110,1 10 010 110,8192,5,0.21996802279048724,No,1,(1/8192) * (1322 + 2708*zeta^1 + 330*zeta^2 + 1189*zeta^3 + 2643*zeta^4)
K4_1_10_010_110,1 10 010 110,8192,6,0.38170816766761445,No,1,(1/8192) * (1300 + 2698*zeta^1 + 325*zeta^2 + 163*zeta^3 + 1106*zeta^4 + 2600*zeta^5)
K4_1_10_010_110,1 10 010 110,8192,7,0.4998734358131422,No,1,(1/8192) * (1290 + 2693*zeta^1 + 323*zeta^2 + 162*zeta^3 + 80*zeta^4 + 1064*zeta^5 + 2580*zeta^6)
K4_1_10_010_110,1 10 010 110,8192,8,0.5878128873929263,No,1,(1/8192) * (1285 + 2691*zeta^1 + 322*zeta^2 + 160*zeta^3 + 80*zeta^4 + 40*zeta^5 + 1044*zeta^6 + 2570*zeta^7)
K4_1_11_011_111,1 11 011 111,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_11_011_111,1 11 011 111,8192,3,0.2501831278041319,No,1,(1/8192) * (4097 + 2047*zeta^1 + 2048*zeta^2)
K4_1_11_011_111,1 11 011 111,8192,4,0.0035421430977898155,Yes,43,(1/8192) * (2120 + 1961*zeta^1 + 2149*zeta^2 + 1962*zeta^3)
K4_1_11_011_111,1 11 011 111,8192,5,0.18720965137154721,No,1,(1/8192) * (1123 + 793*zeta^1 + 2246*zeta^2 + 1586*zeta^3 + 2444*zeta^4)
K4_1_11_011_111,1 11 011 111,8192,6,0.3004908212300866,No,1,(1/8192) * (1366 + 682*zeta^1 + 2731*zeta^3 + 1365*zeta^4 + 2048*zeta^5)
K4_1_11_011_111,1 11 011 111,8192,7,0.3763975550901607,No,1,(1/8192) * (1161 + 549*zeta^1 + 145*zeta^2 + 580*zeta^3 + 2322*zeta^4 + 1097*zeta^5 + 2338*zeta^6)
K4_1_11_011_111,1 11 011 111,8192,8,0.43133556059942635,No,1,(1/8192) * (1044 + 643*zeta^1 + 80*zeta^2 + 522*zeta^3 + 322*zeta^4 + 2088*zeta^5 + 1285*zeta^6 + 2208*zeta^7)
K4_001_010_100_111,001 010 100 111,8192,2,0.666748046875,No,1,(1/8192) * (1365 + 6827*zeta^1)
K4_001_010_100_111,001 010 100 111,8192,3,0.3688844266040543,No,1,(1/8192) * (732 + 3949*zeta^1 + 3511*zeta^2)
K4_001_010_100_111,001 010 100 111,8192,4,0.002934769355510562,Yes,51,(1/8192) * (2140 + 1973*zeta^1 + 2123*zeta^2 + 1956*zeta^3)
K4_001_010_100_111,001 010 100 111,8192,5,0.2623704162305714,No,1,(1/8192) * (660 + 3402*zeta^1 + 165*zeta^2 + 595*zeta^3 + 3370*zeta^4)
K4_001_010_100_111,001 010 100 111,8192,6,0.43885234880678275,No,1,(1/8192) * (650 + 3397*zeta^1 + 163*zeta^2 + 82*zeta^3 + 552*zeta^4 + 3348*zeta^5)
K4_001_010_100_111,001 010 100 111,8192,7,0.5603206711078443,No,1,(1/8192) * (645 + 3395*zeta^1 + 162*zeta^2 + 80*zeta^3 + 40*zeta^4 + 532*zeta^5 + 3338*zeta^6)
K4_001_010_100_111,001 010 100 111,8192,8,0.6465107496255837,No,1,(1/8192) * (643 + 3394*zeta^1 + 160*zeta^2 + 80*zeta^3 + 40*zeta^4 + 20*zeta^5 + 522*zeta^6 + 3333*zeta^7)
K4_001_011_100_110,001 011 100 110,8192,2,1.0,No,2,(1/8192) * (8192*zeta^1)
